,domain_no,hmm_species,chain_type,e-value,score,seqstart_index,seqend_index,identity_species,v_gene,v_identity,j_gene,j_identity,unaligned_len,resolution,method,r_factor,date,year,dataset
8EKA:H,0,alpaca,H,2e-61,197.1,0,119,,,0.0,,0.0,120,0,ELECTRON MICROSCOPY,,2023-03-15,2023,test_new_234
8EKA:L,0,rhesus,K,2.0999999999999998e-55,177.4,0,106,,,0.0,,0.0,107,0,ELECTRON MICROSCOPY,,2023-03-15,2023,test_new_234
8EKH:H,0,human,H,9.4e-56,178.6,0,116,,,0.0,,0.0,218,2.7,X-RAY DIFFRACTION,0.245,2023-01-25,2023,test_new_234
8EKH:L,0,human,L,3.5e-40,128.2,0,99,,,0.0,,0.0,202,2.7,X-RAY DIFFRACTION,0.245,2023-01-25,2023,test_new_234
8EL2:H,0,human,H,8.3e-53,169.1,0,121,,,0.0,,0.0,219,2.89,X-RAY DIFFRACTION,0.239,2023-07-19,2023,test_new_234
8EL2:L,0,rhesus,L,8e-53,169.2,0,110,,,0.0,,0.0,213,2.89,X-RAY DIFFRACTION,0.239,2023-07-19,2023,test_new_234
8ELI:H,0,human,H,4.3e-47,150.6,0,121,,,0.0,,0.0,226,1.49,X-RAY DIFFRACTION,0.162,2023-09-27,2023,test_new_234
8ELI:L,0,human,K,1.6999999999999998e-53,171.1,0,107,,,0.0,,0.0,213,1.49,X-RAY DIFFRACTION,0.162,2023-09-27,2023,test_new_234
8ELO:H,0,alpaca,H,2e-63,203.5,0,116,,,0.0,,0.0,216,2.72,X-RAY DIFFRACTION,0.220,2023-07-05,2023,test_new_234
8ELO:L,0,human,K,1.6000000000000006e-59,190.5,0,109,,,0.0,,0.0,215,2.72,X-RAY DIFFRACTION,0.220,2023-07-05,2023,test_new_234
8ELP:H,0,alpaca,H,2e-63,203.5,0,116,,,0.0,,0.0,216,2.83,X-RAY DIFFRACTION,0.238,2023-07-05,2023,test_new_234
8ELP:L,0,human,K,1.6000000000000006e-59,190.5,0,109,,,0.0,,0.0,215,2.83,X-RAY DIFFRACTION,0.238,2023-07-05,2023,test_new_234
8ELQ:H,0,alpaca,H,2.1e-63,203.5,0,116,,,0.0,,0.0,218,2.21,X-RAY DIFFRACTION,0.234,2023-07-05,2023,test_new_234
8ELQ:L,0,human,K,1.6000000000000006e-59,190.5,0,109,,,0.0,,0.0,215,2.21,X-RAY DIFFRACTION,0.234,2023-07-05,2023,test_new_234
8EOO:H,0,alpaca,H,2e-62,200.3,0,123,,,0.0,,0.0,226,2.77,X-RAY DIFFRACTION,0.194,2023-06-14,2023,test_new_234
8EOO:L,0,human,K,4.9e-56,179.3,0,112,,,0.0,,0.0,218,2.77,X-RAY DIFFRACTION,0.194,2023-06-14,2023,test_new_234
8EPA:H,0,alpaca,H,1.1e-61,197.9,0,118,,,0.0,,0.0,119,0,ELECTRON MICROSCOPY,,2023-01-25,2023,test_new_234
8EPA:L,0,human,K,2.2e-58,186.9,0,105,,,0.0,,0.0,106,0,ELECTRON MICROSCOPY,,2023-01-25,2023,test_new_234
8EQ6:H,0,mouse,H,1.9e-54,174.2,0,119,,,0.0,,0.0,214,1.65,X-RAY DIFFRACTION,0.228,2023-10-11,2023,test_new_234
8EQ6:L,0,human,K,3.6e-56,179.7,0,108,,,0.0,,0.0,212,1.65,X-RAY DIFFRACTION,0.228,2023-10-11,2023,test_new_234
8EQA:H,0,human,H,9.2e-52,165.7,0,121,,,0.0,,0.0,217,2.55,X-RAY DIFFRACTION,0.215,2023-08-09,2023,test_new_234
8EQA:L,0,rhesus,K,1.2e-58,187.9,0,108,,,0.0,,0.0,215,2.55,X-RAY DIFFRACTION,0.215,2023-08-09,2023,test_new_234
8EQC:H,0,human,H,4.3e-51,163.5,0,125,,,0.0,,0.0,222,2.2,X-RAY DIFFRACTION,0.179,2023-08-09,2023,test_new_234
8EQC:L,0,human,K,4.5e-56,179.4,0,107,,,0.0,,0.0,214,2.2,X-RAY DIFFRACTION,0.179,2023-08-09,2023,test_new_234
8EUU:H,0,human,H,2.5e-48,154.6,0,121,,,0.0,,0.0,122,2.7,ELECTRON MICROSCOPY,,2023-09-27,2023,test_new_234
8EUU:L,0,human,K,2.5e-53,170.5,0,106,,,0.0,,0.0,107,2.7,ELECTRON MICROSCOPY,,2023-09-27,2023,test_new_234
8EUV:H,0,human,H,5.8e-48,153.4,0,121,,,0.0,,0.0,122,2.6,ELECTRON MICROSCOPY,,2023-09-27,2023,test_new_234
8EUV:L,0,human,K,2.5e-53,170.5,0,106,,,0.0,,0.0,107,2.6,ELECTRON MICROSCOPY,,2023-09-27,2023,test_new_234
8EUW:H,0,human,H,1.6999999999999996e-47,151.9,0,121,,,0.0,,0.0,122,2.7,ELECTRON MICROSCOPY,,2023-09-27,2023,test_new_234
8EUW:L,0,human,K,2.5e-53,170.5,0,106,,,0.0,,0.0,107,2.7,ELECTRON MICROSCOPY,,2023-09-27,2023,test_new_234
8EZ3:H,0,human,H,2.6e-51,164.2,0,122,,,0.0,,0.0,123,2.5,ELECTRON MICROSCOPY,,2023-11-08,2023,test_new_234
8EZ3:L,0,rhesus,L,2.4e-52,167.6,0,110,,,0.0,,0.0,111,2.5,ELECTRON MICROSCOPY,,2023-11-08,2023,test_new_234
8EZ7:H,0,alpaca,H,1.1e-54,175.3,0,125,,,0.0,,0.0,126,2.6,ELECTRON MICROSCOPY,,2023-11-08,2023,test_new_234
8EZ7:L,0,human,K,1.5999999999999999e-55,177.6,0,109,,,0.0,,0.0,110,2.6,ELECTRON MICROSCOPY,,2023-11-08,2023,test_new_234
8EZ8:H,0,human,H,9.2e-53,168.9,0,123,,,0.0,,0.0,124,2.78,ELECTRON MICROSCOPY,,2023-11-08,2023,test_new_234
8EZ8:L,0,rhesus,L,4.8e-51,163.4,0,108,,,0.0,,0.0,109,2.78,ELECTRON MICROSCOPY,,2023-11-08,2023,test_new_234
8F0L:H,0,human,H,1.1e-56,181.6,0,117,,,0.0,,0.0,211,1.81,X-RAY DIFFRACTION,0.166,2023-03-29,2023,test_new_234
8F0L:L,0,human,K,1.5e-58,187.4,0,112,,,0.0,,0.0,216,1.81,X-RAY DIFFRACTION,0.166,2023-03-29,2023,test_new_234
8F2T:H,0,alpaca,H,4.4e-64,205.7,0,117,,,0.0,,0.0,219,2.12,X-RAY DIFFRACTION,0.203,2023-12-13,2023,test_new_234
8F2T:L,0,human,K,5.4e-56,179.1,0,107,,,0.0,,0.0,211,2.12,X-RAY DIFFRACTION,0.203,2023-12-13,2023,test_new_234
8F38:H,0,human,H,2.4e-49,157.9,0,117,,,0.0,,0.0,118,2.64,ELECTRON MICROSCOPY,,2023-12-13,2023,test_new_234
8F38:L,0,human,L,5.499999999999999e-53,169.6,0,108,,,0.0,,0.0,109,2.64,ELECTRON MICROSCOPY,,2023-12-13,2023,test_new_234
8F5I:H,0,human,H,3.3e-52,167.1,0,121,,,0.0,,0.0,219,1.9,X-RAY DIFFRACTION,0.211,2023-10-11,2023,test_new_234
8F5I:L,0,rhesus,K,1.4e-57,184.5,0,109,,,0.0,,0.0,215,1.9,X-RAY DIFFRACTION,0.211,2023-10-11,2023,test_new_234
8F5N:H,0,mouse,H,5e-57,182.5,0,119,,,0.0,,0.0,208,1.9,X-RAY DIFFRACTION,0.202,2023-03-08,2023,test_new_234
8F5N:L,0,mouse,K,1.6e-50,161.6,0,106,,,0.0,,0.0,210,1.9,X-RAY DIFFRACTION,0.202,2023-03-08,2023,test_new_234
8F60:H,0,rabbit,H,2.7e-51,164.1,0,110,,,0.0,,0.0,208,1.64,X-RAY DIFFRACTION,0.181,2023-05-24,2023,test_new_234
8F60:L,0,rabbit,K,7.499999999999999e-55,175.4,1,113,,,0.0,,0.0,217,1.64,X-RAY DIFFRACTION,0.181,2023-05-24,2023,test_new_234
8F6E:H,0,pig,H,1.8e-58,187.5,0,127,,,0.0,,0.0,209,0,ELECTRON MICROSCOPY,,2023-02-08,2023,test_new_234
8F6E:L,0,rhesus,K,1.2e-56,181.5,0,108,,,0.0,,0.0,191,0,ELECTRON MICROSCOPY,,2023-02-08,2023,test_new_234
8F6F:H,0,pig,H,1.7000000000000002e-58,187.6,0,127,,,0.0,,0.0,202,0,ELECTRON MICROSCOPY,,2023-02-08,2023,test_new_234
8F6F:L,0,rhesus,K,1.2e-56,181.5,0,108,,,0.0,,0.0,191,0,ELECTRON MICROSCOPY,,2023-02-08,2023,test_new_234
8F6H:H,0,pig,H,1.8e-58,187.5,0,127,,,0.0,,0.0,209,0,ELECTRON MICROSCOPY,,2023-02-08,2023,test_new_234
8F6H:L,0,rhesus,K,1.2e-56,181.5,0,108,,,0.0,,0.0,191,0,ELECTRON MICROSCOPY,,2023-02-08,2023,test_new_234
8F6I:H,0,pig,H,1.8e-58,187.5,0,127,,,0.0,,0.0,209,0,ELECTRON MICROSCOPY,,2023-02-08,2023,test_new_234
8F6I:L,0,rhesus,K,1.2e-56,181.5,0,108,,,0.0,,0.0,191,0,ELECTRON MICROSCOPY,,2023-02-08,2023,test_new_234
8F6J:H,0,pig,H,1.8e-58,187.5,0,127,,,0.0,,0.0,209,0,ELECTRON MICROSCOPY,,2023-02-08,2023,test_new_234
8F6J:L,0,rhesus,K,1.2e-56,181.5,0,108,,,0.0,,0.0,191,0,ELECTRON MICROSCOPY,,2023-02-08,2023,test_new_234
8F6L:H,0,human,H,1.5999999999999996e-53,171.4,0,120,,,0.0,,0.0,216,1.85,X-RAY DIFFRACTION,0.198,2023-05-24,2023,test_new_234
8F6L:L,0,human,K,1.0999999999999999e-53,171.6,0,110,,,0.0,,0.0,217,1.85,X-RAY DIFFRACTION,0.198,2023-05-24,2023,test_new_234
8F6O:H,0,human,H,7.2e-53,169.3,0,121,,,0.0,,0.0,223,2.31,X-RAY DIFFRACTION,0.215,2023-05-24,2023,test_new_234
8F6O:L,0,human,K,5.9999999999999996e-55,175.8,0,110,,,0.0,,0.0,217,2.31,X-RAY DIFFRACTION,0.215,2023-05-24,2023,test_new_234
8F7Z:H,0,human,H,1.5e-46,148.9,1,120,,,0.0,,0.0,213,2.7,X-RAY DIFFRACTION,0.211,2023-11-01,2023,test_new_234
8F7Z:L,0,human,K,1.6e-52,167.9,0,107,,,0.0,,0.0,212,2.7,X-RAY DIFFRACTION,0.211,2023-11-01,2023,test_new_234
8F95:H,0,alpaca,H,9.800000000000001e-59,188.4,0,122,,,0.0,,0.0,226,2.45,X-RAY DIFFRACTION,0.187,2023-11-01,2023,test_new_234
8F95:L,0,rhesus,K,2.4e-58,186.9,0,106,,,0.0,,0.0,213,2.45,X-RAY DIFFRACTION,0.187,2023-11-01,2023,test_new_234
8F9E:H,0,alpaca,H,9.800000000000001e-59,188.4,0,122,,,0.0,,0.0,226,2.95,X-RAY DIFFRACTION,0.216,2023-11-01,2023,test_new_234
8F9E:L,0,rhesus,K,2.4e-58,186.9,0,106,,,0.0,,0.0,213,2.95,X-RAY DIFFRACTION,0.216,2023-11-01,2023,test_new_234
8F9F:H,0,alpaca,H,9.800000000000001e-59,188.4,0,122,,,0.0,,0.0,226,2.2,X-RAY DIFFRACTION,0.213,2023-11-01,2023,test_new_234
8F9F:L,0,rhesus,K,2.4e-58,186.9,0,106,,,0.0,,0.0,213,2.2,X-RAY DIFFRACTION,0.213,2023-11-01,2023,test_new_234
8F9S:H,0,alpaca,H,9.800000000000001e-59,188.4,0,122,,,0.0,,0.0,226,2.1,X-RAY DIFFRACTION,0.205,2023-11-01,2023,test_new_234
8F9S:L,0,rhesus,K,2.4e-58,186.9,0,106,,,0.0,,0.0,213,2.1,X-RAY DIFFRACTION,0.205,2023-11-01,2023,test_new_234
8F9T:H,0,alpaca,H,9.800000000000001e-59,188.4,0,122,,,0.0,,0.0,226,1.85,X-RAY DIFFRACTION,0.172,2023-11-01,2023,test_new_234
8F9T:L,0,rhesus,K,2.4e-58,186.9,0,106,,,0.0,,0.0,213,1.85,X-RAY DIFFRACTION,0.172,2023-11-01,2023,test_new_234
8F9U:H,0,alpaca,H,1.2e-59,191.3,0,121,,,0.0,,0.0,225,1.7,X-RAY DIFFRACTION,0.208,2023-11-01,2023,test_new_234
8F9U:L,0,rhesus,K,2.2000000000000008e-59,190.2,0,106,,,0.0,,0.0,213,1.7,X-RAY DIFFRACTION,0.208,2023-11-01,2023,test_new_234
8F9V:H,0,alpaca,H,5.500000000000002e-60,192.4,0,121,,,0.0,,0.0,225,2.25,X-RAY DIFFRACTION,0.259,2023-11-01,2023,test_new_234
8F9V:L,0,rhesus,K,2.700000000000001e-59,190.0,0,106,,,0.0,,0.0,213,2.25,X-RAY DIFFRACTION,0.259,2023-11-01,2023,test_new_234
8F9W:H,0,alpaca,H,5.4e-60,192.4,0,121,,,0.0,,0.0,223,2.4,X-RAY DIFFRACTION,0.202,2023-11-01,2023,test_new_234
8F9W:L,0,rhesus,K,2.700000000000001e-59,190.0,0,106,,,0.0,,0.0,213,2.4,X-RAY DIFFRACTION,0.202,2023-11-01,2023,test_new_234
8FA6:H,0,alpaca,H,1.8e-56,181.0,0,124,,,0.0,,0.0,228,2.6,X-RAY DIFFRACTION,0.204,2023-11-01,2023,test_new_234
8FA6:L,0,rhesus,K,7.600000000000001e-58,185.3,0,106,,,0.0,,0.0,213,2.6,X-RAY DIFFRACTION,0.204,2023-11-01,2023,test_new_234
8FA7:H,0,alpaca,H,3.6e-56,180.1,0,128,,,0.0,,0.0,230,1.8,X-RAY DIFFRACTION,0.171,2023-11-01,2023,test_new_234
8FA7:L,0,rhesus,K,2.3000000000000002e-58,187.0,0,106,,,0.0,,0.0,213,1.8,X-RAY DIFFRACTION,0.171,2023-11-01,2023,test_new_234
8FA8:H,0,alpaca,H,3.5e-56,180.1,0,128,,,0.0,,0.0,227,1.8,X-RAY DIFFRACTION,0.177,2023-11-01,2023,test_new_234
8FA8:L,0,rhesus,K,2.2e-58,187.0,0,106,,,0.0,,0.0,212,1.8,X-RAY DIFFRACTION,0.177,2023-11-01,2023,test_new_234
8FA9:H,0,alpaca,H,1.1e-56,181.8,0,124,,,0.0,,0.0,226,2.45,X-RAY DIFFRACTION,0.187,2023-11-01,2023,test_new_234
8FA9:L,0,rhesus,K,2e-59,190.4,0,106,,,0.0,,0.0,212,2.45,X-RAY DIFFRACTION,0.187,2023-11-01,2023,test_new_234
8FAN:H,0,alpaca,H,2.700000000000001e-59,190.2,0,121,,,0.0,,0.0,215,2.9,X-RAY DIFFRACTION,0.215,2023-11-01,2023,test_new_234
8FAN:L,0,rhesus,K,3.3000000000000004e-57,183.2,0,106,,,0.0,,0.0,212,2.9,X-RAY DIFFRACTION,0.215,2023-11-01,2023,test_new_234
8FAS:H,0,alpaca,H,2e-63,203.5,0,119,,,0.0,,0.0,222,1.55,X-RAY DIFFRACTION,0.165,2023-11-01,2023,test_new_234
8FAS:L,0,rhesus,K,1e-55,178.4,0,112,,,0.0,,0.0,217,1.55,X-RAY DIFFRACTION,0.165,2023-11-01,2023,test_new_234
8FAT:H,0,alpaca,H,1.1000000000000004e-59,191.4,0,116,,,0.0,,0.0,217,2.95,X-RAY DIFFRACTION,0.224,2023-11-01,2023,test_new_234
8FAT:L,0,human,K,6.2e-52,166.0,0,110,,,0.0,,0.0,215,2.95,X-RAY DIFFRACTION,0.224,2023-11-01,2023,test_new_234
8FAX:H,0,human,H,4.2e-56,179.7,0,117,,,0.0,,0.0,221,2.1,X-RAY DIFFRACTION,0.182,2023-05-03,2023,test_new_234
8FAX:L,0,human,K,6e-51,162.8,0,109,,,0.0,,0.0,213,2.1,X-RAY DIFFRACTION,0.182,2023-05-03,2023,test_new_234
8FB5:H,0,alpaca,H,4e-56,179.9,0,128,,,0.0,,0.0,230,2.9,X-RAY DIFFRACTION,0.248,2023-11-01,2023,test_new_234
8FB5:L,0,rhesus,K,2.2e-58,187.0,0,106,,,0.0,,0.0,212,2.9,X-RAY DIFFRACTION,0.248,2023-11-01,2023,test_new_234
8FB6:H,0,alpaca,H,1.8e-56,181.0,0,124,,,0.0,,0.0,228,2.15,X-RAY DIFFRACTION,0.189,2023-11-01,2023,test_new_234
8FB6:L,0,rhesus,K,7.5e-58,185.3,0,106,,,0.0,,0.0,212,2.15,X-RAY DIFFRACTION,0.189,2023-11-01,2023,test_new_234
8FB7:H,0,alpaca,H,1.8e-56,181.0,0,124,,,0.0,,0.0,228,1.75,X-RAY DIFFRACTION,0.163,2023-11-01,2023,test_new_234
8FB7:L,0,rhesus,K,7.5e-58,185.3,0,106,,,0.0,,0.0,212,1.75,X-RAY DIFFRACTION,0.163,2023-11-01,2023,test_new_234
8FB8:H,0,alpaca,H,1.7e-56,181.2,0,124,,,0.0,,0.0,223,1.69,X-RAY DIFFRACTION,0.160,2023-11-01,2023,test_new_234
8FB8:L,0,rhesus,K,7.5e-58,185.3,0,106,,,0.0,,0.0,212,1.69,X-RAY DIFFRACTION,0.160,2023-11-01,2023,test_new_234
8FBA:H,0,human,H,2.1e-54,174.2,0,123,,,0.0,,0.0,227,1.96,X-RAY DIFFRACTION,0.178,2023-11-01,2023,test_new_234
8FBA:L,0,rhesus,K,5.9e-54,172.7,0,106,,,0.0,,0.0,213,1.96,X-RAY DIFFRACTION,0.178,2023-11-01,2023,test_new_234
8FBW:H,0,alpaca,H,4.5e-59,189.4,0,128,,,0.0,,0.0,231,2.35,X-RAY DIFFRACTION,0.194,2023-01-18,2023,test_new_234
8FBW:L,0,rhesus,L,2.9e-53,170.6,0,110,,,0.0,,0.0,216,2.35,X-RAY DIFFRACTION,0.194,2023-01-18,2023,test_new_234
8FDC:H,0,human,H,9.899999999999999e-56,178.5,0,121,,,0.0,,0.0,218,1.8,X-RAY DIFFRACTION,0.199,2023-11-01,2023,test_new_234
8FDC:L,0,human,K,6.1999999999999985e-55,175.7,0,106,,,0.0,,0.0,212,1.8,X-RAY DIFFRACTION,0.199,2023-11-01,2023,test_new_234
8FDD:H,0,alpaca,H,3.1999999999999998e-55,177.0,0,122,,,0.0,,0.0,224,1.54,X-RAY DIFFRACTION,0.175,2023-11-01,2023,test_new_234
8FDD:L,0,rhesus,K,1.3e-58,187.7,0,106,,,0.0,,0.0,212,1.54,X-RAY DIFFRACTION,0.175,2023-11-01,2023,test_new_234
8FDO:H,0,alpaca,H,2.8e-52,167.5,0,131,,,0.0,,0.0,232,2.2,X-RAY DIFFRACTION,0.189,2023-10-11,2023,test_new_234
8FDO:L,0,human,K,1.5e-56,181.0,0,108,,,0.0,,0.0,214,2.2,X-RAY DIFFRACTION,0.189,2023-10-11,2023,test_new_234
8FFE:H,0,human,H,3.300000000000001e-59,189.7,0,125,,,0.0,,0.0,223,1.72,X-RAY DIFFRACTION,0.185,2023-03-08,2023,test_new_234
8FFE:L,0,human,K,1.4e-56,181.0,0,107,,,0.0,,0.0,212,1.72,X-RAY DIFFRACTION,0.185,2023-03-08,2023,test_new_234
8FG0:H,0,alpaca,H,2.8e-60,193.3,0,119,,,0.0,,0.0,217,2.36,X-RAY DIFFRACTION,0.176,2023-05-10,2023,test_new_234
8FG0:L,0,rhesus,K,6.3e-58,185.5,0,112,,,0.0,,0.0,218,2.36,X-RAY DIFFRACTION,0.176,2023-05-10,2023,test_new_234
8FGX:H,0,human,H,5.8e-56,179.3,0,120,,,0.0,,0.0,216,2.62,ELECTRON MICROSCOPY,,2023-09-06,2023,test_new_234
8FGX:L,0,human,K,5.9999999999999996e-55,175.7,0,107,,,0.0,,0.0,213,2.62,ELECTRON MICROSCOPY,,2023-09-06,2023,test_new_234
8FHY:H,0,rhesus,H,1.7999999999999997e-55,177.7,0,116,,,0.0,,0.0,217,2.53,X-RAY DIFFRACTION,0.195,2024-01-17,2024,test_new_234
8FHY:L,0,human,K,1.5999999999999999e-55,177.6,0,107,,,0.0,,0.0,214,2.53,X-RAY DIFFRACTION,0.195,2024-01-17,2024,test_new_234
8FJA:H,0,alpaca,H,8.1e-63,201.6,0,120,,,0.0,,0.0,214,3.0,ELECTRON MICROSCOPY,,2023-12-20,2023,test_new_234
8FJA:L,0,human,K,7.7999999999999985e-56,178.6,0,107,,,0.0,,0.0,214,3.0,ELECTRON MICROSCOPY,,2023-12-20,2023,test_new_234
8FR6:H,0,mouse,H,1.6e-50,161.5,0,117,,,0.0,,0.0,118,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8FR6:L,0,human,K,1.8e-54,174.2,0,112,,,0.0,,0.0,113,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8FWF:H,0,mouse,H,6.7e-54,172.4,0,122,,,0.0,,0.0,226,1.94,X-RAY DIFFRACTION,0.171,2023-10-11,2023,test_new_234
8FWF:L,0,mouse,K,1.3000000000000002e-57,184.5,0,113,,,0.0,,0.0,220,1.94,X-RAY DIFFRACTION,0.171,2023-10-11,2023,test_new_234
8FXJ:H,0,mouse,H,8.9e-58,185.0,0,120,,,0.0,,0.0,224,2,X-RAY DIFFRACTION,0.167,2023-10-11,2023,test_new_234
8FXJ:L,0,mouse,K,1.2e-52,168.5,0,106,,,0.0,,0.0,212,2,X-RAY DIFFRACTION,0.167,2023-10-11,2023,test_new_234
8FYM:H,0,mouse,H,6.7e-54,172.4,0,122,,,0.0,,0.0,225,2.45,X-RAY DIFFRACTION,0.200,2023-10-11,2023,test_new_234
8FYM:L,0,mouse,K,1.3000000000000002e-57,184.5,0,113,,,0.0,,0.0,220,2.45,X-RAY DIFFRACTION,0.200,2023-10-11,2023,test_new_234
8FZO:H,0,alpaca,H,2.8e-58,186.9,0,115,,,0.0,,0.0,212,1.83,X-RAY DIFFRACTION,0.173,2023-10-18,2023,test_new_234
8FZO:L,0,mouse,K,2.1e-49,158.0,0,107,,,0.0,,0.0,213,1.83,X-RAY DIFFRACTION,0.173,2023-10-18,2023,test_new_234
8FZP:H,0,mouse,H,6.9e-51,162.7,0,114,,,0.0,,0.0,219,1.63,X-RAY DIFFRACTION,0.224,2023-10-18,2023,test_new_234
8FZP:L,0,human,K,1.1e-57,184.6,0,113,,,0.0,,0.0,230,1.63,X-RAY DIFFRACTION,0.224,2023-10-18,2023,test_new_234
8G19:H,0,human,H,2.6e-50,161.0,0,124,,,0.0,,0.0,225,1.77,X-RAY DIFFRACTION,0.187,2023-10-18,2023,test_new_234
8G19:L,0,human,L,6.8e-46,146.7,0,106,,,0.0,,0.0,208,1.77,X-RAY DIFFRACTION,0.187,2023-10-18,2023,test_new_234
8G1B:H,0,human,H,3.2999999999999996e-53,170.3,0,121,,,0.0,,0.0,222,1.67,X-RAY DIFFRACTION,0.194,2023-10-18,2023,test_new_234
8G1B:L,0,rhesus,K,7.6e-56,178.8,0,112,,,0.0,,0.0,216,1.67,X-RAY DIFFRACTION,0.194,2023-10-18,2023,test_new_234
8G1C:H,0,alpaca,H,4e-64,205.8,0,120,,,0.0,,0.0,215,1.63,X-RAY DIFFRACTION,0.202,2023-10-18,2023,test_new_234
8G1C:L,0,human,K,4.4e-56,179.4,0,107,,,0.0,,0.0,211,1.63,X-RAY DIFFRACTION,0.202,2023-10-18,2023,test_new_234
8G2M:H,0,human,H,1.2e-57,184.7,0,118,,,0.0,,0.0,220,1.8,X-RAY DIFFRACTION,0.180,2024-02-14,2024,test_new_234
8G2M:L,0,mouse,K,1.5999999999999998e-41,132.4,2,94,,,0.0,,0.0,200,1.8,X-RAY DIFFRACTION,0.180,2024-02-14,2024,test_new_234
8G2O:H,0,alpaca,H,2.2e-60,193.7,0,119,,,0.0,,0.0,211,1.7,X-RAY DIFFRACTION,0.186,2023-10-18,2023,test_new_234
8G2O:L,0,mouse,K,7.199999999999999e-55,175.6,0,111,,,0.0,,0.0,215,1.7,X-RAY DIFFRACTION,0.186,2023-10-18,2023,test_new_234
8G3M:H,0,human,H,3.1e-48,154.3,0,127,,,0.0,,0.0,130,3.0,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G3M:L,0,rhesus,K,3.3e-54,173.5,0,108,,,0.0,,0.0,110,3.0,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G3N:H,0,human,H,3.1e-48,154.3,0,127,,,0.0,,0.0,130,2.9,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G3N:L,0,rhesus,K,3.3e-54,173.5,0,108,,,0.0,,0.0,110,2.9,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G3P:H,0,human,H,3.1e-48,154.3,0,127,,,0.0,,0.0,130,2.5,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G3P:L,0,rhesus,K,3.3e-54,173.5,0,108,,,0.0,,0.0,110,2.5,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G3Q:H,0,human,H,1.3e-49,158.7,0,126,,,0.0,,0.0,129,2.3,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G3Q:L,0,rhesus,K,5.4e-57,182.6,0,107,,,0.0,,0.0,109,2.3,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G3R:H,0,human,H,1.3e-49,158.7,0,126,,,0.0,,0.0,129,2.3,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G3R:L,0,rhesus,K,5.4e-57,182.6,0,107,,,0.0,,0.0,109,2.3,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G3V:H,0,human,H,7.100000000000001e-48,153.1,0,126,,,0.0,,0.0,128,2.2,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G3V:L,0,rhesus,K,1.1e-54,175.1,0,108,,,0.0,,0.0,109,2.2,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G3Z:H,0,human,H,1.3e-49,158.7,0,126,,,0.0,,0.0,129,2.3,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G3Z:L,0,rhesus,K,5.4e-57,182.6,0,107,,,0.0,,0.0,109,2.3,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G40:H,0,human,H,7.100000000000001e-48,153.1,0,126,,,0.0,,0.0,128,2.8,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G40:L,0,rhesus,K,1.1e-54,175.1,0,108,,,0.0,,0.0,109,2.8,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G4M:H,0,alpaca,H,3e-64,206.2,0,123,,,0.0,,0.0,124,2.95,ELECTRON MICROSCOPY,,2023-07-12,2023,test_new_234
8G4M:L,0,human,K,6.200000000000001e-58,185.4,0,106,,,0.0,,0.0,107,2.95,ELECTRON MICROSCOPY,,2023-07-12,2023,test_new_234
8G4P:H,0,human,H,6.1e-49,156.6,0,124,,,0.0,,0.0,222,2.25,X-RAY DIFFRACTION,0.189,2023-12-20,2023,test_new_234
8G4P:L,0,rhesus,K,1.3e-54,174.8,0,107,,,0.0,,0.0,214,2.25,X-RAY DIFFRACTION,0.189,2023-12-20,2023,test_new_234
8G4T:H,0,alpaca,H,4.3e-64,205.7,0,119,,,0.0,,0.0,120,2.81,ELECTRON MICROSCOPY,,2023-07-12,2023,test_new_234
8G4T:L,0,rhesus,K,8.9e-54,172.1,0,105,,,0.0,,0.0,106,2.81,ELECTRON MICROSCOPY,,2023-07-12,2023,test_new_234
8G85:H,0,mouse,H,5.1e-50,159.9,0,114,,,0.0,,0.0,115,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8G85:L,0,mouse,K,5.9e-51,163.0,0,105,,,0.0,,0.0,106,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8G8A:H,0,human,H,6.1e-50,159.8,0,121,,,0.0,,0.0,223,2.44,X-RAY DIFFRACTION,0.222,2024-05-22,2024,test_new_234
8G8A:L,0,rhesus,K,2.8e-57,183.5,0,109,,,0.0,,0.0,216,2.44,X-RAY DIFFRACTION,0.222,2024-05-22,2024,test_new_234
